,Indonesia (IDR),Malaysia (MYR),Thailand (THB),Filipina (PHP)
Ticker,IDRUSD=X,MYRUSD=X,THBUSD=X,PHPUSD=X
Date,,,,
2005-06-17,0.00010433076386107132,0.2632826268672943,0.024374786764383316,0.01807011291384697
2005-06-20,0.00010354539699619636,0.2632410228252411,0.02431788295507431,0.018053799867630005
2005-06-21,0.0001036484245560132,0.26325488090515137,0.024316109716892242,0.018053799867630005
2005-06-22,0.00010368066432420164,0.2631925344467163,0.024349858984351158,0.018053799867630005
2005-06-23,0.00010376457794336602,0.2632271647453308,0.02436053566634655,0.018053799867630005
2005-06-24,0.00010374735575169325,0.263275682926178,0.024361129850149155,0.018001800402998924
2005-06-27,0.00010363124602008611,0.2632410228252411,0.024339783936738968,0.018053799867630005
2005-06-28,0.00010313957318430766,0.2632271647453308,0.024257127195596695,0.018053799867630005
2005-06-29,0.00010316510451957583,0.26337969303131104,0.024228328838944435,0.018053799867630005
2005-06-30,0.00010252834181301296,0.26323410868644714,0.02421424724161625,0.01788908801972866
2005-07-01,0.000102114790934138,0.26324793696403503,0.024194328114390373,0.01787310093641281
2005-07-04,0.00010147133434657007,0.2631925344467163,0.024196671321988106,0.01794687658548355
2005-07-05,0.00010129659494850785,0.2631925344467163,0.024090580642223358,0.017825312912464142
2005-07-06,0.00010233319335384294,0.2631925344467163,0.024076659232378006,0.017825312912464142
2005-07-07,0.00010219514661002904,0.26324793696403503,0.023976216092705727,0.01785714365541935
2005-07-08,0.00010215026122750714,0.26323410868644714,0.023815762251615524,0.017853954806923866
2005-07-11,0.0001026293684844859,0.26319944858551025,0.02381519228219986,0.017863523215055466
2005-07-12,0.00010256410314468667,0.2632271647453308,0.023971043527126312,0.017863523215055466
2005-07-13,0.00010220142576145008,0.26318562030792236,0.023893149569630623,0.017812611535191536
2005-07-14,0.00010211792687186971,0.26321330666542053,0.02392745204269886,0.01790510304272175
2005-07-15,0.00010227563325315714,0.26323410868644714,0.02396414987742901,0.017895489931106567
2005-07-18,0.00010220142576145008,0.26318562030792236,0.02396472357213497,0.0179953221231699
2005-07-19,0.00010224113066215068,0.2632063925266266,0.023846428841352463,0.017972681671380997
2005-07-20,0.00010190563625656068,0.2631717622280121,0.023755226284265518,0.017937220633029938
2005-07-21,0.00010247580939903855,0.2631925344467163,0.02423655055463314,0.01795009896159172
2005-07-22,0.00010226517042610794,0.26486557722091675,0.024190232157707214,0.0179179348051548
2005-07-25,0.00010193679918302223,0.26673778891563416,0.024223631247878075,0.017921147868037224
2005-07-26,0.0001019866977003403,0.26688727736473083,0.02408187836408615,0.01788908801972866
2005-07-27,0.00010172939801122993,0.26668089628219604,0.02403615042567253,0.017825312912464142
2005-07-28,0.00010172939801122993,0.2666524350643158,0.023957259953022003,0.01783803105354309
2005-07-29,0.00010205331636825576,0.266695111989975,0.024024024605751038,0.017831668257713318
2005-08-01,0.00010224949073744938,0.26673778891563416,0.024051759392023087,0.017825312912464142
2005-08-02,0.00010268206096952781,0.26673778891563416,0.02421659417450428,0.01791151612997055
2005-08-03,0.00010269787162542343,0.2669585347175598,0.02429189160466194,0.01791151612997055
2005-08-04,0.00010298130655428395,0.2665245234966278,0.024316109716892242,0.017924359068274498
2005-08-05,0.00010273374209646136,0.26747265458106995,0.024391433224081993,0.017895489931106567
2005-08-08,0.00010231539636151865,0.2666737735271454,0.02432616427540779,0.01789228804409504
2005-08-09,0.00010219724208582193,0.2668232023715973,0.024335045367479324,0.017901897430419922
2005-08-10,0.0001024380253511481,0.26695141196250916,0.024466028437018394,0.017914725467562675
2005-08-11,0.00010224949073744938,0.2665955722332001,0.024527838453650475,0.01795332133769989
2005-08-12,0.00010211375774815679,0.26712968945503235,0.024511005729436874,0.01796945184469223
2005-08-15,0.00010126582492375746,0.26638251543045044,0.02441704273223877,0.01795332133769989
2005-08-16,0.00010111223673447967,0.2656748294830322,0.02431670017540455,0.017914725467562675
2005-08-17,0.00010106114496011287,0.2652519941329956,0.024240072816610336,0.017908308655023575
2005-08-18,0.00010035022569354624,0.265576034784317,0.024226566776633263,0.01790510304272175
2005-08-19,0.00010018534521805122,0.2656889259815216,0.024290122091770172,0.0178667139261961
2005-08-22,9.999999747378752e-05,0.2653575539588928,0.0244218148291111,0.017908308655023575
2005-08-23,9.95222944766283e-05,0.2657312750816345,0.02444569207727909,0.017966223880648613
2005-08-24,9.746589057613164e-05,0.2652660608291626,0.02435935102403164,0.01788908801972866
2005-08-25,9.691801096778363e-05,0.26532235741615295,0.02437894605100155,0.01785714365541935
2005-08-26,9.621860954212025e-05,0.2650340497493744,0.02440095692873001,0.01788908801972866
2005-08-29,9.319664241047576e-05,0.2652449309825897,0.02440631575882435,0.01787310093641281
2005-08-30,9.719117224449292e-05,0.265576034784317,0.024216007441282272,0.017839621752500534
2005-08-31,0.00010071406723000109,0.2652449309825897,0.02426595613360405,0.017793593928217888
2005-09-01,9.849305934039876e-05,0.2659362256526947,0.024368254467844963,0.01787469908595085
2005-09-02,9.659036004450172e-05,0.2657454013824463,0.024413466453552246,0.017850767821073532
2005-09-05,9.72289708442986e-05,0.26587966084480286,0.024433748796582222,0.01781102456152439
2005-09-06,9.50028479564935e-05,0.26486557722091675,0.024339191615581512,0.017793593928217888
2005-09-07,9.644131205277517e-05,0.26473236083984375,0.024423006922006607,0.017853954806923866
2005-09-08,9.671179577708244e-05,0.26520276069641113,0.02444569207727909,0.017914725467562675
2005-09-09,9.821253479458392e-05,0.2650340497493744,0.0244672279804945,0.01785714365541935
2005-09-12,9.921619493979961e-05,0.26532235741615295,0.024467825889587402,0.01787310093641281
2005-09-13,9.920635056914762e-05,0.26532235741615295,0.024464832618832588,0.01787310093641281
2005-09-14,9.999999747378752e-05,0.26533645391464233,0.024472614750266075,0.017901897430419922
2005-09-15,9.966114885173738e-05,0.265724241733551,0.024439122527837753,0.01785714365541935
2005-09-16,9.857072291197255e-05,0.26591500639915466,0.024401552975177765,0.017806267365813255
2005-09-19,9.857072291197255e-05,0.26532235741615295,0.02438964881002903,0.017847582697868347
2005-09-20,9.782821143744513e-05,0.264026403427124,0.024355197325348854,0.017809437587857246
2005-09-21,9.779950778465718e-05,,,
2005-09-22,9.691801096778363e-05,0.26532235741615295,0.02437537908554077,0.01776830106973648
2005-09-23,9.78377865976654e-05,0.26463428139686584,0.024350451305508614,0.017790429294109344
2005-09-26,9.799117833608761e-05,0.2652871608734131,0.02429189160466194,0.0177872646600008
2005-09-27,9.738995140651241e-05,0.26548436284065247,0.024255359545350075,0.01785714365541935
2005-09-28,9.647853585192934e-05,0.26530829071998596,0.02432912401854992,0.01785714365541935
2005-09-29,9.694619802758098e-05,0.26532235741615295,0.02440631575882435,0.017853954806923866
2005-09-30,9.721951937535778e-05,0.2647533714771271,0.024395598098635674,0.01786990649998188
2005-10-03,9.71345289144665e-05,0.2652449309825897,0.024328531697392464,0.01786990649998188
2005-10-04,9.817396494327113e-05,0.26514649391174316,0.02431906759738922,0.01788908801972866
2005-10-05,0.00010002100316341966,0.265724241733551,0.024393219500780106,0.01795332133769989
2005-10-06,9.9750621302519e-05,0.2652168273925781,0.024460643529891968,0.018005041405558586
2005-10-07,9.97406750684604e-05,0.26566070318222046,0.02451280876994133,0.017937220633029938
2005-10-10,9.932459215633571e-05,0.2650902569293976,0.02453807182610035,0.01795332133769989
2005-10-11,9.955201676348224e-05,0.26518166065216064,0.02445346489548683,0.018005041405558586
2005-10-12,9.900009899865836e-05,0.26486557722091675,0.024454062804579735,0.01792757213115692
2005-10-13,9.88728497759439e-05,0.2668944299221039,0.02446303702890873,0.017934003844857216
2005-10-14,9.88532992778346e-05,0.26514649391174316,0.02452964521944523,0.01795332133769989
2005-10-17,9.88532992778346e-05,0.2650410830974579,0.024479804560542107,0.018005041405558586
2005-10-18,9.925557969836518e-05,0.2650059759616852,0.024509204551577568,0.017985612154006958
2005-10-19,9.925557969836518e-05,0.2650410830974579,0.02445107325911522,0.017966223880648613
2005-10-20,9.936407150235027e-05,0.2657807171344757,0.024468423798680305,0.01796945184469223
2005-10-21,9.923588368110359e-05,0.2649989426136017,0.02445346489548683,0.018047284334897995
2005-10-24,9.930486703524366e-05,0.2644802927970886,0.02448040433228016,0.01804402843117714
2005-10-25,0.00010028078395407647,0.26493576169013977,0.024527236819267273,0.018132366240024567
2005-10-26,0.00010019940236816183,0.2644663155078888,0.02449839562177658,0.01819836162030697
2005-10-27,9.99500261968933e-05,0.26485154032707214,0.024568816646933556,0.018175208941102028
2005-10-28,9.966114885173738e-05,0.26462727785110474,0.02455192804336548,0.018208304420113564
2005-10-31,9.881422738544643e-05,0.2648094594478607,0.02455192804336548,0.018271515145897865
2005-11-01,9.993004641728476e-05,0.26547732949256897,0.024521825835108757,0.018298260867595673
2005-11-02,9.968101949198171e-05,0.26490768790245056,0.02451581135392189,0.018338529393076897
2005-11-03,9.956192661775276e-05,0.26486557722091675,0.024491794407367706,0.018406037241220474
2005-11-04,9.925557969836518e-05,0.26456427574157715,0.024414658546447754,0.018298260867595673
2005-11-07,9.925557969836518e-05,0.2648094594478607,0.02441108226776123,0.018298260867595673
2005-11-08,9.910803055390716e-05,0.2646692991256714,0.024342745542526245,0.018315019086003304
2005-11-09,0.00010095911420648918,0.26472535729408264,0.024277737364172935,0.018355360254645348
2005-11-10,9.97406750684604e-05,0.26326873898506165,0.02433030679821968,0.018325086683034897
2005-11-11,0.00010044194641523063,0.2654421031475067,0.02436290867626667,0.018419597297906876
2005-11-14,0.0001005530430120416,0.2646903097629547,0.024277737364172935,0.01832844503223896
2005-11-15,9.999999747378752e-05,0.2645852565765381,0.02432320825755596,0.018422992900013924
2005-11-16,9.999999747378752e-05,0.26483049988746643,0.024318475276231766,0.018375597894191742
2005-11-17,9.990009857574478e-05,0.2645992636680603,0.024319658055901527,0.01839926466345787
2005-11-18,9.940357995219529e-05,0.2653857469558716,0.0242924802005291,0.018362101167440414
2005-11-21,9.968101949198171e-05,0.26476040482521057,0.024304289370775223,0.01826483942568302
2005-11-22,9.973072883440182e-05,0.26649612188339233,0.024306653067469597,0.018412815406918526
2005-11-23,9.969095845008269e-05,0.2650200128555298,0.02433030679821968,0.018511662259697914
2005-11-24,9.944311750587076e-05,0.26463428139686584,0.024304289370775223,0.018511662259697914
2005-11-25,9.942334145307541e-05,0.2646973133087158,0.024290122091770172,0.018480872735381126
2005-11-28,9.965121716959402e-05,0.26462027430534363,0.024297794327139854,0.01849454455077648
2005-11-29,9.970089740818366e-05,0.2646062672138214,0.024294253438711166,0.018563207238912582
2005-11-30,9.990009857574478e-05,0.2652871608734131,0.02428422123193741,0.01856665499508381
2005-12-01,0.00010001299961004406,0.265576034784317,0.024258891120553017,0.01846381090581417
2005-12-02,0.00010014922736445442,0.26514649391174316,0.02419901266694069,0.018525380641222
2005-12-05,0.00010055000893771648,0.264529287815094,0.024210143834352493,0.01856665499508381
2005-12-06,0.00010102336818818003,0.2649708688259125,0.02422480657696724,0.01861504092812538
2005-12-07,0.00010083085362566635,0.2645852565765381,0.02424830198287964,0.018611576408147812
2005-12-08,0.00010235414811177179,0.26518166065216064,0.024274790659546852,0.01869857870042324
2005-12-09,0.00010334635589970276,0.26513242721557617,0.02427714690566063,0.018751170486211777
2005-12-12,0.00010260514682158828,0.26490065455436707,0.02427184395492077,0.018709072843194008
2005-12-13,0.00010255358210997656,0.26550552248954773,0.02434570901095867,0.018716076388955116
2005-12-14,0.00010172008478548378,0.2632617950439453,0.024413466453552246,0.018709072843194008
2005-12-15,0.0001017387185129337,0.26483049988746643,0.024449877440929413,0.018843038007616997
2005-12-16,0.00010132841271115467,0.26473936438560486,0.024472016841173172,0.01874414272606373
2005-12-19,0.00010167251457460225,0.2649778723716736,0.024456454440951347,0.0188005268573761
2005-12-20,0.0001015744055621326,0.2646062672138214,0.024441510438919067,0.018765246495604515
2005-12-21,0.00010127607674803585,0.2649568021297455,0.024454062804579735,0.01874414272606373
2005-12-22,0.00010172939801122993,0.26514649391174316,0.02444748766720295,0.018889309838414192
2005-12-23,0.0001015744055621326,0.2650270164012909,0.02445107325911522,0.018733607605099678
2005-12-26,0.00010130070586455986,0.26462027430534363,0.024481002241373062,0.01886080764234066
2005-12-27,0.00010183299309574068,0.26464828848838806,0.02449779585003853,0.01880759932100773
2005-12-28,0.00010133046453120187,0.2645992636680603,0.024470817297697067,0.018850142136216164
2005-12-29,0.00010187864972976968,0.26472535729408264,0.024427779018878937,0.018889309838414192
2005-12-30,0.00010197630035690963,0.26463428139686584,0.024433748796582222,0.01887504756450653
2006-01-02,0.00010176148498430848,0.26462727785110474,0.024414658546447754,0.018889309838414192
2006-01-03,0.00010363875480834395,0.26584431529045105,0.024574249982833862,0.019087612628936768
2006-01-04,0.00010391770047135651,0.26566773653030396,0.024789905175566673,0.019120458513498306
2006-01-05,0.00010435798321850598,0.2657524645328522,0.024919012561440468,0.019116804003715515
2006-01-06,0.00010494390153326094,0.26671645045280457,0.025177503004670143,0.019091255962848663
2006-01-09,0.00010572277096798643,0.26677337288856506,0.025211142376065254,0.019116804003715515
2006-01-10,0.00010590976307867095,0.26677337288856506,0.025160398334264755,0.019116804003715515
2006-01-11,0.00010657572420313954,0.26712968945503235,0.0252314992249012,0.019116804003715515
2006-01-12,0.000107123727502767,0.2673439383506775,0.02530812658369541,0.01921229623258114
2006-01-13,0.00010811629181262106,0.2683771252632141,0.025281254202127457,0.0191754549741745
2006-01-16,0.00010685015877243131,0.2670940160751343,0.02521750144660473,0.019138755276799202
2006-01-17,0.00010577981447568163,0.2675728499889374,0.025190820917487144,0.019120458513498306
2006-01-18,0.00010542962263571098,0.26627612113952637,0.025382643565535545,0.01895016059279442
2006-01-19,0.00010653030767571181,0.26688018441200256,0.025490695610642433,0.018964536488056183
2006-01-20,0.00010625637514749542,0.2678810656070709,0.02553626149892807,0.01895734667778015
2006-01-23,0.00010595464846119285,0.2666666805744171,0.025585263967514038,0.018939394503831863
2006-01-24,0.00010550748993409798,0.26691579818725586,0.025451768189668655,0.01904761977493763
2006-01-25,0.00010700909479055554,0.2670940160751343,0.025604261085391045,0.019102197140455246
2006-01-26,0.00010686043970054016,0.2670583724975586,0.025661421939730644,0.019087612628936768
2006-01-27,0.00010640108666848391,0.2659786641597748,0.02565549686551094,0.019109496846795082
2006-01-30,0.00010665984154911712,0.2666879892349243,0.02556890808045864,0.019160758703947067
2006-01-31,0.00010689356713555753,0.2665742337703705,0.025703638792037964,0.019227072596549988
2006-02-01,0.00010741138248704374,0.2662194073200226,0.025490695610642433,0.01917913369834423
2006-02-02,0.00010698047844925895,0.2662194073200226,0.025435585528612137,0.01917913369834423
2006-02-03,0.00010775514238048345,0.26730820536613464,0.02544334903359413,0.019323671236634254
2006-02-06,0.00010717309487517923,0.26739397644996643,0.02535497024655342,0.019466614350676537
2006-02-07,0.00010887316602747887,0.2679169476032257,0.025326073169708252,0.019466614350676537
2006-02-08,0.00010796804417623207,0.26852846145629883,0.02523340843617916,0.019466614350676537
2006-02-09,0.00010840108734555542,0.26820439100265503,0.025274865329265594,0.019466614350676537
2006-02-10,0.0001084786927094683,0.26833391189575195,0.02550174668431282,0.019443904981017113
2006-02-13,0.00010838933667400852,0.26860058307647705,0.025533000007271767,0.01938360184431076
2006-02-14,0.00010880800982704386,0.26928773522377014,0.025425883010029793,0.019466614350676537
2006-02-15,0.00010854344873223454,0.2688172161579132,0.02543170377612114,0.01942501962184906
2006-02-16,0.00010887078678933904,0.26946914196014404,0.025432350113987923,0.01936858333647251
2006-02-17,0.00010864841169677675,0.269694447517395,0.025533000007271767,0.019334878772497177
2006-02-20,0.00010838933667400852,0.2689618170261383,0.025517364963889122,0.019432568922638893
2006-02-21,0.000108202853880357,0.26917174458503723,0.025404568761587143,0.019305018708109856
2006-02-22,0.00010817476868396625,0.2688172161579132,0.02536783553659916,0.019301293417811394
2006-02-23,0.00010799136362038553,0.26920798420906067,0.0254757609218359,0.01936858333647251
2006-02-24,0.00010782136814668775,0.2692224681377411,0.02544076181948185,0.01923076994717121
2006-02-27,0.00010756042320281267,0.2691355347633362,0.025513458997011185,0.019323671236634254
2006-02-28,0.00010831185500137508,0.26944735646247864,0.025621972978115082,0.01936858333647251
2006-03-01,0.00010819348972290754,0.27018994092941284,0.025715533643960953,0.01950078085064888
2006-03-02,0.0001098128777812235,0.27057740092277527,0.02590673603117466,0.01952552981674671
2006-03-03,0.00010904887312790379,0.270394504070282,0.025768548250198364,0.01956181600689888
2006-03-06,0.00010902747453656048,0.27017533779144287,0.0257758516818285,0.01959247700870037
2006-03-07,0.00010823447519214824,0.26945462822914124,0.025625256821513176,0.01936858333647251
2006-03-08,0.00010750376532087103,0.26903417706489563,0.025484198704361916,0.019550342112779617
2006-03-09,0.00010752688103821129,0.26888948678970337,0.025556491687893867,0.019512195140123367
2006-03-10,0.00010870864207390696,0.269730806350708,0.025594431906938553,0.01953125
2006-03-13,0.00010838345770025626,0.26953452825546265,0.02559967339038849,0.019535066559910774
2006-03-14,0.0001091107478714548,0.26928773522377014,0.02556563913822174,0.019588638097047806
2006-03-15,0.00010996624041581526,0.27057740092277527,0.02556563913822174,0.01961168833076954
2006-03-16,0.00010982011735904962,0.2705700993537903,0.02558068186044693,0.019588638097047806
2006-03-17,0.00010972491872962564,0.26992738246917725,0.02580312080681324,0.0196347925812006
2006-03-20,0.00010948705312330276,0.270379900932312,0.02580978348851204,0.01967342011630535
2006-03-21,0.0001090227160602808,0.27134832739830017,0.025736713781952858,0.019681164994835854
2006-03-22,0.00011011397145921364,0.27070194482803345,0.025654181838035583,0.019588638097047806
2006-03-23,0.00011002310202457011,0.27078256011009216,0.02556498534977436,0.019650226458907127
2006-03-24,0.00011039964738301933,0.2706946134567261,0.025674600154161453,0.019598236307501793
2006-03-27,0.00011090040788985789,0.2704676389694214,0.0257579255849123,0.019642505794763565
2006-03-28,0.00011032169277314097,0.26932400465011597,0.025745989754796028,0.01964636519551277
2006-03-29,0.0001097032509278506,0.27098801732063293,0.025714872404932976,0.01964636519551277
2006-03-30,0.00011032169277314097,0.2721829116344452,0.025779839605093002,0.01964636519551277
2006-03-31,0.00011067211016779765,0.2716136574745178,0.025759918615221977,0.01961553655564785
2006-04-03,0.00011113085929537192,0.27202004194259644,0.02580179087817669,0.0196695514023304
2006-04-04,0.00011169440404046327,0.2719608247280121,0.025919493287801743,0.019708316773176193
2006-04-05,0.00011138214904349297,0.27274709939956665,0.026134224608540535,0.019708316773176193
2006-04-06,0.00011097178503405303,0.2727620005607605,0.02618417888879776,0.019685039296746254
2006-04-07,0.0001112507889047265,0.27250927686691284,0.02619721181690693,0.019627084955573082
2006-04-10,0.00011161710426677018,0.27318671345710754,0.02634282596409321,0.019665684551000595
2006-04-11,0.00011163081944687292,0.2732016444206238,0.026317173615098,0.01963093876838684
2006-04-12,0.00011131395149277523,0.2725018560886383,0.026321331039071083,0.01963093876838684
2006-04-13,0.00011134617670904845,0.2727322280406952,0.02628466486930847,0.01963093876838684
2006-04-14,0.00011130527855129912,0.28551849722862244,0.026322022080421448,0.019586719572544098
2006-04-17,0.00011169066419824958,0.2889004349708557,0.02635324001312256,0.01959247700870037
2006-04-18,0.000112209512735717,0.2743634879589081,0.026462025940418243,0.01959247700870037
2006-04-19,0.00011271415860392153,0.2738225758075714,0.02647884376347065,0.01959247700870037
2006-04-20,0.00011209882359253243,0.2728959619998932,0.0265027042478323,0.01959247700870037
2006-04-21,0.00011269001697655767,0.27344071865081787,0.026463428512215614,0.0193986427038908
2006-04-24,0.00011339539923937991,0.27453672885894775,0.026549141854047775,0.01959247700870037
2006-04-25,0.00011354476009728387,0.2751031517982483,0.026597866788506508,0.019390743225812912
2006-04-26,0.00011384076060494408,0.27447643876075745,0.026546325534582138,0.01959247700870037
2006-04-27,0.00011407321289880201,0.2757251560688019,0.026608482003211975,0.01959247700870037
2006-04-28,0.00011411877494538203,0.2762354612350464,0.026679472997784615,0.01937233656644821
2006-05-01,0.00011332472058711573,0.27501994371414185,0.0267436895519495,0.019455252215266228
2006-05-02,0.0001140172898885794,0.2761591672897339,0.026683030650019646,0.019455252215266228
2006-05-03,0.00011406670819269493,0.2768932580947876,0.026571717113256454,0.019455252215266228
2006-05-04,0.00011410185106797144,0.2773771286010742,0.026509728282690048,0.01950838975608349
2006-05-05,0.00011393414752092212,0.2772694528102875,0.026585137471556664,0.019436346367001534
2006-05-08,0.00011431184248067439,0.2780403792858124,0.02668588049709797,0.019534682855010033
2006-05-09,0.00011480265675345436,0.2792360186576843,0.026604941114783287,0.01955798827111721
2006-05-10,0.00011461581016192213,0.2788933515548706,0.026616981253027916,0.01945752464234829
2006-05-11,0.00011517022358020768,0.2794623076915741,0.026540685445070267,0.019466614350676537
2006-05-12,0.00011425960110500455,0.2803240418434143,0.02641589194536209,0.01949431747198105
2006-05-15,0.00010983218089677393,0.2761134207248688,0.026295030489563942,0.019282683730125427
2006-05-16,0.00010883051436394453,0.27834218740463257,0.026344213634729385,0.019282683730125427
2006-05-17,0.000111372210085392,0.2801434397697449,0.026150627061724663,0.019282683730125427
2006-05-18,0.00010959024075418711,0.2787534296512604,0.026280518621206284,0.019282683730125427
2006-05-19,0.00010882339847739786,0.2767859697341919,0.026217129081487656,0.019029496237635612
2006-05-22,0.00010819348972290754,0.275664359331131,0.026101483032107353,0.019018637016415596
2006-05-23,0.00010747256601462141,0.27533796429634094,0.02609194815158844,0.019018637016415596
2006-05-24,0.00010702856525313109,0.27511072158813477,0.025990227237343788,0.018986141309142113
2006-05-25,0.000107257001218386,0.2758925259113312,0.026115115731954575,0.018986141309142113
2006-05-26,0.00010748989006970078,0.27465736865997314,0.026099439710378647,0.01898794248700142
2006-05-29,0.00010760324221337214,0.2758316397666931,0.0261697880923748,0.018986141309142113
2006-05-30,0.00010887908865697682,0.2769622802734375,0.02619309537112713,0.019083969295024872
2006-05-31,0.00010786671919049695,0.2751334309577942,0.02624947391450405,0.018986141309142113
2006-06-01,0.00010725241008913144,0.27460458874702454,0.026227446272969246,0.018986141309142113
2006-06-02,0.00010813265544129536,0.27491408586502075,0.026246720924973488,0.018975332379341125
2006-06-05,0.00010753266542451456,0.2889421880245209,0.0262674018740654,0.018986141309142113
2006-06-06,0.0001070526268449612,0.27517884969711304,0.02616225928068161,0.018986141309142113
2006-06-07,0.00010686615132726729,0.2736951410770416,0.026130128651857376,0.018993351608514786
2006-06-08,0.00010557209316175431,0.27280664443969727,0.026000365614891052,0.018993351608514786
2006-06-09,0.00010664960427675396,0.27282896637916565,0.026130810379981995,0.018832392990589142
2006-06-12,0.0001064679236151278,0.2721162438392639,0.0260450579226017,0.018914317712187767
2006-06-13,0.00010515136818867177,0.2709219455718994,0.02599090337753296,0.018914317712187767
2006-06-14,0.00010558993380982429,0.2718721032142639,0.02604912780225277,0.018914317712187767
2006-06-15,0.00010678968828869984,0.2744387686252594,0.026064744219183922,0.018914317712187767
2006-06-16,0.00010786671919049695,0.27511072158813477,0.02615473046898842,0.018850142136216164
2006-06-19,0.00010731686052167788,0.27276942133903503,0.026023371145129204,0.018914317712187767
2006-06-20,0.00010740215657278895,0.27341827750205994,0.026073578745126724,0.018914317712187767
2006-06-21,0.00010802519682329148,0.27267274260520935,0.026106251403689384,0.018914317712187767
2006-06-22,0.00010735949035733938,0.2736052870750427,0.02607697993516922,0.018914317712187767
2006-06-23,0.00010683418804546818,0.27167269587516785,0.02607765980064869,0.018814675509929657
2006-06-26,0.00010752688103821129,0.27205702662467957,0.026009833440184593,0.018914317712187767
2006-06-27,0.00010875475709326565,0.27104678750038147,0.026055237278342247,0.018914317712187767
2006-06-28,0.00010821339674293995,0.27180561423301697,0.02604844979941845,0.018723085522651672
2006-06-29,0.00010792143439175561,0.27410027384757996,0.026102162897586823,0.018914317712187767
2006-06-30,0.00010913456208072603,0.2722718417644501,0.026259813457727432,0.01889287680387497
2006-07-03,0.00011049723980249837,0.27338090538978577,0.026301946491003036,0.01887504756450653
2006-07-04,0.00011155733955092728,0.27461209893226624,0.02642706036567688,0.01902659982442856
2006-07-05,0.00011086474842159078,0.27414533495903015,0.026226067915558815,0.018964536488056183
2006-07-06,0.00011086474842159078,0.27328377962112427,0.026247408241033554,0.019018637016415596
2006-07-07,0.00011154489766340703,0.2742130160331726,0.026529420167207718,0.019146084785461426
2006-07-10,0.00011173184611834586,0.2744613587856293,0.026440337300300598,0.01921229623258114
2006-07-11,0.00011179429566254839,0.2745743989944458,0.02647954411804676,0.01919754222035408
2006-07-12,0.00011098779214080423,0.27387505769729614,0.0263991542160511,0.019190173596143723
2006-07-13,0.00011104941950179636,0.27386006712913513,0.02639845758676529,0.01910584606230259
2006-07-14,0.00011019283556379378,0.27253153920173645,0.026370611041784286,0.019127773120999336
2006-07-17,0.00010688670590752736,0.2708999216556549,0.026208199560642242,0.01910584606230259
2006-07-18,0.0001085623080143705,0.27170220017433167,0.026232948526740074,0.01910584606230259
2006-07-19,0.00010940559877781197,0.2715989053249359,0.026260502636432648,0.0189987663179636
2006-07-20,0.00010922635556198657,0.27171698212623596,0.026340050622820854,0.01910584606230259
2006-07-21,0.00010971046867780387,0.27236080169677734,0.026397760957479477,0.01923076994717121
2006-07-24,0.00010918222687905654,0.2706359922885895,0.026353932917118073,0.01921045035123825
2006-07-25,0.00010917388135567307,0.27147355675697327,0.026328954845666885,0.019267821684479713
2006-07-26,0.00011053509660996497,0.273680180311203,0.026377569884061813,0.019267821684479713
2006-07-27,0.00011038257798645645,0.2715694010257721,0.026471832767128944,0.019462825730443
2006-07-28,0.0001108524520532228,0.27285128831863403,0.026449428871273994,0.01945146918296814
2006-07-31,0.00011020254896720871,0.27374011278152466,0.026442434638738632,0.019550342112779617
2006-08-01,0.00011025845014955848,0.2733584940433502,0.026429856196045876,0.019466614350676537
2006-08-02,0.00010983941319864243,0.27202004194259644,0.026461325585842133,0.019409937784075737
2006-08-03,0.00011009457375621423,0.27210885286331177,0.026421476155519485,0.01949317753314972
2006-08-04,0.00011034239287255332,0.2718351483345032,0.026513244956731796,0.0193986427038908
2006-08-07,0.00011016491771442816,0.27215325832366943,0.026575246825814247,0.01955798827111721
2006-08-08,0.00010963709792122245,0.27142196893692017,0.026725105941295624,0.01955798827111721
2006-08-09,0.00011035091301891953,0.27271735668182373,0.026643220335245132,0.01955798827111721
2006-08-10,0.00011004247062373906,0.2737700939178467,0.026717251166701317,0.01955798827111721
2006-08-11,0.00011030343739548698,0.27144408226013184,0.02678164839744568,0.01956947147846222
2006-08-14,0.00011014308256562799,0.2716136574745178,0.026785235852003098,0.01958480104804039
2006-08-15,0.00011006428394466639,0.2717686593532562,0.026766594499349594,0.01958480104804039
2006-08-16,0.00010994447802659124,0.2712526321411133,0.026722248643636703,0.01958480104804039
2006-08-17,0.00011004732368746772,0.27162840962409973,0.026627613231539726,0.01958480104804039
2006-08-18,0.00011052532499888912,0.2728736400604248,0.026656005531549454,0.01960015669465065
2006-08-21,0.00011030466703232378,0.27168744802474976,0.026710115373134613,0.019588638097047806
2006-08-22,0.0001104825860238634,0.27232372760772705,0.02660352736711502,0.01953125
2006-08-23,0.00010985389235429466,0.2719460427761078,0.026614146307110786,0.019512195140123367
2006-08-24,0.00010897518950514495,0.27192386984825134,0.02655196376144886,0.019495457410812378
2006-08-25,0.00010948105773422867,0.2715989053249359,0.02655830793082714,0.019417475908994675
2006-08-28,0.00010961187217617407,0.27199041843414307,0.026588672772049904,0.01956947147846222
2006-08-29,0.00011039111268473789,0.2733435332775116,0.026637542992830276,0.019588638097047806
2006-08-30,0.00011001705570379272,0.2721829116344452,0.026675915345549583,0.019665684551000595
2006-08-31,0.00010984182881657034,0.2721310555934906,0.02664393000304699,0.019685039296746254
